1192	papryka	131	1/2 łyżeczki papryki	3
1193	pieprz	131	mała szczypta zmielonego pieprzu	2
1194	papryka czerwona	131	1/4 czerwonej papryki	50
1195	passata	131	1/4 szklanki passaty	60
1196	chleb	131	1 kromka chleba	40
1197	chleb	132	kromka pieczywa	35
1198	masło	132	masło	15
1199	rukola	132	kilka listków rukoli	20
1200	tuńczyk w oleju	132	ok. 1/4 puszki tuńczyka w oleju	40
1201	jajko	132	1 jajko ugotowane na półtwardo	55
1202	musztarda miodowa	132	musztarda miodowa	8
1203	cebula	132	kilka cienko pokrojonych piórek cebuli	10
1204	krewetka	133	ok. 375 g krewetek	375
1205	olej	133	1 łyżka oleju roślinnego	10
1206	cebula	133	1 mała cebulka	70
1207	czosnek	133	2 ząbki czosnku	10
1208	masło	133	2 łyżki masła	20
1209	słodki sos chilli	133	2 łyżki słodkiego sosu chilli	20
1210	sos Worcestershire	133	2 łyżki sosu worcestershire	20
1211	bulion	133	1/4 szklanki bulionu	30
1212	sok z cytryny	133	2 łyżki soku z cytryny	20
1213	cukier	133	1/2 łyżeczki cukru	3
1214	suszone oregano	133	1 łyżeczka suszonego oregano	4
1215	papryka słodka	133	2 łyżeczki papryki słodkiej	12
1216	tymianek	133	1 łyżeczka tymianku	4
1217	pietruszka	133	natka pietruszki	15
1218	bagietka	133	bagietka	140
1219	krewetka	134	250 g krewetek (obranych, oczyszczonych)	250
1220	makaron risini	134	100 g makaronu risini/risoni (w kształcie ziarenek ryżu)	100
1221	brokuł	134	200 g brokuła	200
1222	masło	134	2 łyżki masła	20
1223	oliwa	134	2 łyżki oliwy z pierwszego tłoczenia	20
1224	czosnek	134	1 ząbek czosnku	10
1225	sok z cytryny	134	1 łyżeczka soku z cytryny	6
1226	pietruszka	134	1 łyżka posiekanej natki pietruszki	10
1227	chili	134	szczypta płatków chili	2
1228	ryż kleisty	135	1 szklanka ryżu kleistego (lub okrągłoziarnistego / do sushi)	115
1229	woda	135	1 szklanka wody	250
1230	mleko kokosowe	135	1 szklanka mleka kokosowego	250
1231	cukier	135	3 łyżki cukru	30
1232	sól	135	mała szczypta soli	2
1233	skrobia ziemniaczana	135	1 łyżeczka skrobi ziemniaczanej	6
1234	mango	135	2 dojrzałe owoce mango	560
1235	limonka	135	1/4 limonki	25
1236	sezam	135	2 łyżki lekko podprażonego sezamu	20
1237	mięta	135	listki mięty do dekoracji	20
1238	batat	136	250 g batatów	250
1239	mielona kolendra	136	1 łyżeczka mielonej kolendry	6
1240	kmin rzymski	136	1 łyżeczka kminu rzymskiego	6
1241	papryka ostra	136	1 łyżeczka ostrej papryki	6
1242	oliwa	136	2 łyżki oliwy z pierwszego tłoczenia	20
1244	kolendra	136	"pół ""doniczki"" kolendry"	50
1245	oliwa z pierwszego tłoczenia	136	2 łyżki oliwy z pierwszego tłoczenia	20
1246	czosnek	136	1/2 ząbka czosnku	3
1247	sok z cytryny	136	pół łyżki soku z cytryny	5
1248	hummus	136	ok. 150 g hummusu do podania	150
1249	krewetka	137	500 g krewetek (obranych, oczyszczonych)	500
1250	masło	137	60 g masła	60
1251	czosnek	137	3 ząbki czosnku	15
1252	sok z cytryny	137	1 łyżka soku z cytryny	10
1253	chili	137	szczypta płatków chili (opcjonalnie)	2
1254	pietruszka	137	1 łyżka posiekanej natki pietruszki	6
1255	ziemniak	138	1 ziemniak	90
1256	marchew	138	1 marchewka	60
1257	pietruszka	138	1 pietruszka	80
1258	batat	138	1 batat	300
1259	burak	138	1 buraczek	105
1260	cukinia	138	1 cukinia	300
1261	oliwa	138	2 łyżki oliwy extra vergine	20
1262	sól	138	sól	3
1263	pieprz	138	pieprz	2
1264	suszone oregano	138	1 łyżeczka suszonego oregano	4
1265	przyprawa gyros	138	2 łyżeczki mieszanki przypraw np. gyros	12
1266	jogurt grecki	138	1 łyżka śmietany	40
1267	majonez	138	1 łyżka majonezu	40
1268	musztarda miodowa	138	2 łyżeczki musztardy miodowej	12
1269	przyprawa gyros	138	1/2 łyżeczki przyprawy np. gyros	3
1270	jajko	139	2 jajka	110
1271	chleb razowy	139	4 kromki pieczywa razowego	140
1272	masło	139	masło	40
1273	awokado	139	1 dojrzałe awokado	120
1274	majonez	139	2 łyżeczki majonezu	30
1275	rzeżucha	139	rzeżucha	40
1276	sól	139	sól	3
1277	pieprz	139	pieprz	2
1278	cukinia	140	2 cukinie (o wadze ok. 300 g każda)	600
1279	cebula	140	1 cebula	110
1280	czosnek	140	2 ząbki czosnku	10
1281	bułka tarta	140	4 łyżki bułki tartej	40
1282	jajko	140	3 jajka	165
1283	ser żółty	140	50 g tartego sera żółtego	50
1284	parmezan	140	50 g tartego parmezanu	50
1285	szczypiorek	140	1/2 pęczka szczypiorku	50
1286	oliwa	140	1 łyżeczka oliwy extra vergine	10
1287	sól	140	sól	3
1288	pieprz	140	pieprz	2
1289	gałka muszkatołowa	140	tarta gałka muszkatołowa	1
1290	ryż	141	100 g ryżu (1 woreczek)	100
1291	kukurydza	141	200 g kukurydzy	200
1292	ananas	141	250 g ananasa	250
1293	ogórek	141	100 g ogórka	100
1294	sok z limonki	141	sok z 1/2 limonki	20
1295	syrop klonowy	141	2 łyżki syropu klonowego	30
1296	sól	141	szczypta soli	3
1297	kolendra	141	1/2 szklanki listków kolendry	30
1298	płatki owsiane	142	1 szklanka płatków owsianych błyskawicznych	100
1299	jabłko	142	1 jabłko (obrane i pokrojone w kostkę)	180
1300	jogurt naturalny	142	3 łyżki jogurtu naturalnego	60
1301	jajko	142	2 jajka	110
1302	miód	142	3 łyżki miodu	75
1303	masło	142	1 łyżka masła	11
1304	masło orzechowe	142	1 łyżka masła orzechowego	25
1305	cynamon	142	1/2 łyżeczki cynamonu	3
1306	soda oczyszczona	142	1/2 łyżeczki sody oczyszczonej	3
1307	proszek do pieczenia	142	1/2 łyżeczki proszku do pieczenia	3
1308	orzech włoski	142	garść orzechów włoskich	30
1309	płatki owsiane	143	1 szklanka płatków owsianych (100 g)	100
1310	mleko	143	1 i 3/4 szklanki mleka	410
1311	kakao	143	2 łyżki gorzkiego (naturalnego) kakao	20
1312	cukier trzcinowy	143	2 łyżki cukru trzcinowego	20
1313	syrop klonowy	143	1 łyżka syropu klonowego	10
1314	cynamon	143	szczypta cynamonu	2
1315	masło orzechowe	143	2 łyżki masła orzechowego	50
1316	czekolada gorzka	143	od 50 - 100 g czekolady gorzkiej lub lekko gorzkiej	75
1317	malina	143	szklanka świeżych malin lub 1/2 szklanki mrożonych	120
1318	płatki owsiane	144	1 szklanka płatków owsianych (100 g)	100
1319	mleko	144	1 i 3/4 szklanki mleka	410
1320	miód	144	2 łyżki miodu	50
1321	rodzynki	144	2 łyżki rodzynek	30
1322	cynamon	144	1/2 łyżeczki cynamonu	3
1323	jabłko	144	1 jabłko	180
1324	cukier kokosowy	144	1 łyżka cukru kokosowego	10
1325	sok z cytryny	144	sok z cytryny	5
1326	płatki owsiane	145	1 szklanka (110 g) płatków owsianych (górskich)	110
1327	banan	145	1 banan	50
1328	jajko	145	1 jajko	55
1329	mleko	145	1/2 szklanki (125 ml) mleka	120
1330	cukier wanilinowy	145	1 łyżka cukru wanilinowego	10
1331	soda oczyszczona	145	1 łyżeczka sody oczyszczonej	6
1332	masło orzechowe	145	1 łyżka masła orzechowego	25
1333	syrop klonowy	145	2 łyżki miodu lub syropu klonowego	50
1334	czekolada biała	145	50 g posiekanej białej czekolady	50
1335	malina	145	pół szklanki malin	60
1336	jagoda	145	pół szklanki jagód	60
1337	nasiona chia	146	3 pełne łyżki nasion chia	24
1338	mleko	146	250 ml mleka krowiego lub roślinnego*	230
1339	cukier	146	2 łyżki cukru (lub do smaku)	20
1340	mango	146	owoce: np. mango, maliny, borówki, truskawki	50
1341	malina	146	50g malin	50
1342	borówka	146	50g borówek	50
1343	truskawka	146	50g truskawek	50
1344	tortilla	147	2 tortille pszenne	130
1345	jajko	147	5 jajek	275
1346	awokado	147	2 awokado	240
1347	sok z cytryny	147	2 łyżeczki soku z cytryny	6
1348	czosnek	147	1/2 ząbka czosnku	3
1349	majonez	147	1 łyżka majonezu	25
1350	ser żółty	147	1/2 szklanki drobno startego sera żółtego (miękkiego)	40
1351	oliwa	147	1 łyżeczka oliwy extra	5
1352	rzeżucha	147	4 łyżki rzeżuchy	20
1353	kasza jaglana	148	1/4 szklanki kaszy jaglanej	47
1354	mleko	148	1 szklanka mleka	230
1355	orzech pekan	148	garść orzechów pekan	30
1356	syrop klonowy	148	2 łyżki syropu klonowego	50
1357	masło	149	2 łyżki masła	50
1358	jajko	149	3 jajka	165
1359	mleko	149	1/2 szklanki mleka	115
1360	mąka pszenna	149	1/2 szklanki mąki pszennej	104
1361	cukier	149	1 łyżka cukru	10
1362	cukier puder	149	cukier puder	10
1363	truskawka	149	truskawki	80
1364	bita śmietana	149	bita śmietana	30
1365	kasza jaglana	150	1/2 szklanki kaszy jaglanej	95
1366	mleko	150	2 szklanki mleka	460
1367	malina	150	ok. 1/2 szklanki malin (świeżych lub mrożonych)	50
1368	syrop malinowy	150	3 łyżki syropu/soku malinowego	30
1369	makaron	42	100g makaronu	100
